State,Year,Quarter,Pincode,Registered_users,Region
Andhra Pradesh,2024,1,524002,213525,Southern Region
Andhra Pradesh,2024,1,530026,206906,Southern Region
Andhra Pradesh,2024,1,520001,200608,Southern Region
Andhra Pradesh,2024,2,517501,353573,Southern Region
Andhra Pradesh,2024,2,517507,316010,Southern Region
Andhra Pradesh,2024,2,515001,278162,Southern Region
Andhra Pradesh,2024,2,530016,266985,Southern Region
Andhra Pradesh,2024,2,518002,263336,Southern Region
Andhra Pradesh,2024,2,516001,260257,Southern Region
Andhra Pradesh,2024,2,516360,238191,Southern Region
Andhra Pradesh,2024,2,524002,221215,Southern Region
Andhra Pradesh,2024,2,530026,214840,Southern Region
Andhra Pradesh,2024,2,520001,207237,Southern Region
Andhra Pradesh,2024,3,517501,402860,Southern Region
Andhra Pradesh,2024,3,516001,230123,Southern Region
Andhra Pradesh,2024,3,518002,216907,Southern Region
Andhra Pradesh,2024,3,515001,200693,Southern Region
Andhra Pradesh,2024,3,520003,195988,Southern Region
Andhra Pradesh,2024,3,524002,193508,Southern Region
Andhra Pradesh,2024,3,516360,190164,Southern Region
Andhra Pradesh,2024,3,520007,190077,Southern Region
Andhra Pradesh,2024,3,530016,188363,Southern Region
Andhra Pradesh,2024,3,520010,187871,Southern Region
Andhra Pradesh,2024,4,517501,418271,Southern Region
Andhra Pradesh,2024,4,516001,237781,Southern Region
Andhra Pradesh,2024,4,518002,224333,Southern Region
Andhra Pradesh,2024,4,515001,207830,Southern Region
Andhra Pradesh,2024,4,520003,202231,Southern Region
Andhra Pradesh,2024,4,524002,198741,Southern Region
Andhra Pradesh,2024,4,520007,196902,Southern Region
Andhra Pradesh,2024,4,530016,195477,Southern Region
Andhra Pradesh,2024,4,516360,194634,Southern Region
Andhra Pradesh,2024,4,520010,194233,Southern Region
Arunachal Pradesh,2018,1,791110,2316,North-Eastern Region
Arunachal Pradesh,2018,1,791111,2203,North-Eastern Region
Arunachal Pradesh,2018,1,791113,1475,North-Eastern Region
Arunachal Pradesh,2018,1,791102,1471,North-Eastern Region
Arunachal Pradesh,2018,1,790104,1139,North-Eastern Region
Arunachal Pradesh,2018,1,791001,969,North-Eastern Region
Arunachal Pradesh,2018,1,791109,857,North-Eastern Region
Arunachal Pradesh,2018,1,792103,829,North-Eastern Region
Arunachal Pradesh,2018,1,792001,828,North-Eastern Region
Arunachal Pradesh,2018,1,790116,766,North-Eastern Region
Arunachal Pradesh,2018,2,791110,3488,North-Eastern Region
Arunachal Pradesh,2018,2,791111,3272,North-Eastern Region
Arunachal Pradesh,2018,2,791113,2219,North-Eastern Region
Arunachal Pradesh,2018,2,791102,2212,North-Eastern Region
Arunachal Pradesh,2018,2,790104,1698,North-Eastern Region
Arunachal Pradesh,2018,2,792103,1457,North-Eastern Region
Arunachal Pradesh,2018,2,791001,1421,North-Eastern Region
Arunachal Pradesh,2018,2,792001,1315,North-Eastern Region
Arunachal Pradesh,2018,2,791109,1231,North-Eastern Region
Arunachal Pradesh,2018,2,790116,1213,North-Eastern Region
Arunachal Pradesh,2018,3,791110,4872,North-Eastern Region
Arunachal Pradesh,2018,3,791111,4610,North-Eastern Region
Arunachal Pradesh,2018,3,791113,3178,North-Eastern Region
Arunachal Pradesh,2018,3,791102,3077,North-Eastern Region
Arunachal Pradesh,2018,3,790104,2328,North-Eastern Region
Arunachal Pradesh,2018,3,792103,2067,North-Eastern Region
Arunachal Pradesh,2018,3,791001,1907,North-Eastern Region
Arunachal Pradesh,2018,3,792001,1819,North-Eastern Region
Arunachal Pradesh,2018,3,790116,1623,North-Eastern Region
Arunachal Pradesh,2018,3,791109,1612,North-Eastern Region
Arunachal Pradesh,2018,4,791110,6599,North-Eastern Region
Arunachal Pradesh,2018,4,791111,6225,North-Eastern Region
Arunachal Pradesh,2018,4,791113,4115,North-Eastern Region
Arunachal Pradesh,2018,4,791102,4109,North-Eastern Region
Arunachal Pradesh,2018,4,790104,3034,North-Eastern Region
Arunachal Pradesh,2018,4,792103,2741,North-Eastern Region
Arunachal Pradesh,2018,4,792001,2577,North-Eastern Region
Arunachal Pradesh,2018,4,791001,2444,North-Eastern Region
Arunachal Pradesh,2018,4,790116,2206,North-Eastern Region
Arunachal Pradesh,2018,4,791109,2071,North-Eastern Region
Arunachal Pradesh,2019,1,791110,8094,North-Eastern Region
Arunachal Pradesh,2019,1,791111,7673,North-Eastern Region
Arunachal Pradesh,2019,1,791113,5140,North-Eastern Region
Arunachal Pradesh,2019,1,791102,5030,North-Eastern Region
Arunachal Pradesh,2019,1,790104,3751,North-Eastern Region
Arunachal Pradesh,2019,1,792103,3477,North-Eastern Region
Arunachal Pradesh,2019,1,792001,3160,North-Eastern Region
Arunachal Pradesh,2019,1,791001,3103,North-Eastern Region
Arunachal Pradesh,2019,1,790116,2798,North-Eastern Region
Arunachal Pradesh,2019,1,791109,2519,North-Eastern Region
Arunachal Pradesh,2019,2,791110,10055,North-Eastern Region
Arunachal Pradesh,2019,2,791111,9597,North-Eastern Region
Arunachal Pradesh,2019,2,791113,6418,North-Eastern Region
Arunachal Pradesh,2019,2,791102,6283,North-Eastern Region
Arunachal Pradesh,2019,2,790104,4437,North-Eastern Region
Arunachal Pradesh,2019,2,792103,4369,North-Eastern Region
Arunachal Pradesh,2019,2,791001,3960,North-Eastern Region
Arunachal Pradesh,2019,2,792001,3918,North-Eastern Region
Arunachal Pradesh,2019,2,790116,3335,North-Eastern Region
Arunachal Pradesh,2019,2,791109,3151,North-Eastern Region
Arunachal Pradesh,2019,3,791110,11834,North-Eastern Region
Arunachal Pradesh,2019,3,791111,11464,North-Eastern Region
Arunachal Pradesh,2019,3,791113,7593,North-Eastern Region
Arunachal Pradesh,2019,3,791102,7308,North-Eastern Region
Arunachal Pradesh,2019,3,792103,5172,North-Eastern Region
Arunachal Pradesh,2019,3,790104,4964,North-Eastern Region
Arunachal Pradesh,2019,3,791001,4733,North-Eastern Region
Arunachal Pradesh,2019,3,792001,4605,North-Eastern Region
Arunachal Pradesh,2019,3,791109,3715,North-Eastern Region
Arunachal Pradesh,2019,3,790116,3709,North-Eastern Region
Arunachal Pradesh,2019,4,791110,13737,North-Eastern Region
Arunachal Pradesh,2019,4,791111,13109,North-Eastern Region
Arunachal Pradesh,2019,4,791113,8753,North-Eastern Region
Arunachal Pradesh,2019,4,791102,8369,North-Eastern Region
Arunachal Pradesh,2019,4,792103,5974,North-Eastern Region
Arunachal Pradesh,2019,4,790104,5523,North-Eastern Region
Arunachal Pradesh,2019,4,791001,5499,North-Eastern Region
Arunachal Pradesh,2019,4,792001,5268,North-Eastern Region
Arunachal Pradesh,2019,4,791109,4216,North-Eastern Region
Arunachal Pradesh,2019,4,790116,4071,North-Eastern Region
Arunachal Pradesh,2020,1,791110,15867,North-Eastern Region
Arunachal Pradesh,2020,1,791111,14888,North-Eastern Region
Arunachal Pradesh,2020,1,791113,10049,North-Eastern Region
Arunachal Pradesh,2020,1,791102,9584,North-Eastern Region
Arunachal Pradesh,2020,1,792103,6949,North-Eastern Region
Arunachal Pradesh,2020,1,791001,6631,North-Eastern Region
Arunachal Pradesh,2020,1,790104,6108,North-Eastern Region
Arunachal Pradesh,2020,1,792001,6044,North-Eastern Region
Arunachal Pradesh,2020,1,791109,4808,North-Eastern Region
Arunachal Pradesh,2020,1,792110,4690,North-Eastern Region
Arunachal Pradesh,2020,2,791110,18699,North-Eastern Region
Arunachal Pradesh,2020,2,791111,17137,North-Eastern Region
Arunachal Pradesh,2020,2,791113,11777,North-Eastern Region
Arunachal Pradesh,2020,2,791102,11547,North-Eastern Region
Arunachal Pradesh,2020,2,792103,8648,North-Eastern Region
Arunachal Pradesh,2020,2,791001,8304,North-Eastern Region
Arunachal Pradesh,2020,2,792001,7106,North-Eastern Region
Arunachal Pradesh,2020,2,790104,6860,North-Eastern Region
Arunachal Pradesh,2020,2,792110,5825,North-Eastern Region
Arunachal Pradesh,2020,2,791109,5521,North-Eastern Region
Arunachal Pradesh,2020,3,791110,21772,North-Eastern Region
Arunachal Pradesh,2020,3,791111,19597,North-Eastern Region
Arunachal Pradesh,2020,3,791113,13723,North-Eastern Region
Arunachal Pradesh,2020,3,791102,13422,North-Eastern Region
Arunachal Pradesh,2020,3,792103,9996,North-Eastern Region
Arunachal Pradesh,2020,3,791001,9880,North-Eastern Region
Arunachal Pradesh,2020,3,792001,8196,North-Eastern Region
Arunachal Pradesh,2020,3,790104,7622,North-Eastern Region
Arunachal Pradesh,2020,3,792110,6844,North-Eastern Region
Arunachal Pradesh,2020,3,791109,6404,North-Eastern Region
Arunachal Pradesh,2020,4,791110,24414,North-Eastern Region
Arunachal Pradesh,2020,4,791111,21845,North-Eastern Region
Arunachal Pradesh,2020,4,791113,15540,North-Eastern Region
Arunachal Pradesh,2020,4,791102,14955,North-Eastern Region
Arunachal Pradesh,2020,4,791001,11382,North-Eastern Region
Arunachal Pradesh,2020,4,792103,10964,North-Eastern Region
Arunachal Pradesh,2020,4,792001,9130,North-Eastern Region
Arunachal Pradesh,2020,4,790104,8391,North-Eastern Region
Arunachal Pradesh,2020,4,792110,7743,North-Eastern Region
Arunachal Pradesh,2020,4,791109,7262,North-Eastern Region
Arunachal Pradesh,2021,1,791110,26578,North-Eastern Region
Arunachal Pradesh,2021,1,791111,23660,North-Eastern Region
Arunachal Pradesh,2021,1,791113,16942,North-Eastern Region
Arunachal Pradesh,2021,1,791102,16191,North-Eastern Region
Arunachal Pradesh,2021,1,791001,12442,North-Eastern Region
Arunachal Pradesh,2021,1,792103,11916,North-Eastern Region
Arunachal Pradesh,2021,1,792001,9875,North-Eastern Region
Arunachal Pradesh,2021,1,790104,9066,North-Eastern Region
Arunachal Pradesh,2021,1,792110,8458,North-Eastern Region
Arunachal Pradesh,2021,1,791109,7917,North-Eastern Region
Arunachal Pradesh,2021,2,791110,28553,North-Eastern Region
Arunachal Pradesh,2021,2,791111,25349,North-Eastern Region
Arunachal Pradesh,2021,2,791113,18141,North-Eastern Region
Arunachal Pradesh,2021,2,791102,17388,North-Eastern Region
Arunachal Pradesh,2021,2,791001,13401,North-Eastern Region
Arunachal Pradesh,2021,2,792103,12890,North-Eastern Region
Arunachal Pradesh,2021,2,792001,10617,North-Eastern Region
Arunachal Pradesh,2021,2,790104,9711,North-Eastern Region
Arunachal Pradesh,2021,2,792110,9156,North-Eastern Region
Arunachal Pradesh,2021,2,791109,8470,North-Eastern Region
Arunachal Pradesh,2021,3,791110,30734,North-Eastern Region
Arunachal Pradesh,2021,3,791111,27265,North-Eastern Region
Arunachal Pradesh,2021,3,791113,19520,North-Eastern Region
Arunachal Pradesh,2021,3,791102,18855,North-Eastern Region
Arunachal Pradesh,2021,3,791001,14519,North-Eastern Region
Arunachal Pradesh,2021,3,792103,14068,North-Eastern Region
Arunachal Pradesh,2021,3,792001,11487,North-Eastern Region
Arunachal Pradesh,2021,3,790104,10467,North-Eastern Region
Arunachal Pradesh,2021,3,792110,9990,North-Eastern Region
Arunachal Pradesh,2021,3,791109,9111,North-Eastern Region
Arunachal Pradesh,2021,4,791110,32931,North-Eastern Region
Arunachal Pradesh,2021,4,791111,29128,North-Eastern Region
Arunachal Pradesh,2021,4,791113,20914,North-Eastern Region
Arunachal Pradesh,2021,4,791102,20261,North-Eastern Region
Arunachal Pradesh,2021,4,791001,15589,North-Eastern Region
Arunachal Pradesh,2021,4,792103,15154,North-Eastern Region
Arunachal Pradesh,2021,4,792001,12358,North-Eastern Region
Arunachal Pradesh,2021,4,790104,11211,North-Eastern Region
Arunachal Pradesh,2021,4,792110,10752,North-Eastern Region
Arunachal Pradesh,2021,4,791109,9729,North-Eastern Region
Arunachal Pradesh,2022,1,791110,34915,North-Eastern Region
Arunachal Pradesh,2022,1,791111,30912,North-Eastern Region
Arunachal Pradesh,2022,1,791113,22258,North-Eastern Region
Arunachal Pradesh,2022,1,791102,21601,North-Eastern Region
Arunachal Pradesh,2022,1,791001,16600,North-Eastern Region
Arunachal Pradesh,2022,1,792103,16282,North-Eastern Region
Arunachal Pradesh,2022,1,792001,13172,North-Eastern Region
Arunachal Pradesh,2022,1,790104,11905,North-Eastern Region
Arunachal Pradesh,2022,1,792110,11479,North-Eastern Region
Arunachal Pradesh,2022,1,791109,10306,North-Eastern Region
Arunachal Pradesh,2022,2,791110,36914,North-Eastern Region
Arunachal Pradesh,2022,2,791111,32620,North-Eastern Region
Arunachal Pradesh,2022,2,791113,23506,North-Eastern Region
Arunachal Pradesh,2022,2,791102,22850,North-Eastern Region
Arunachal Pradesh,2022,2,791001,17531,North-Eastern Region
Arunachal Pradesh,2022,2,792103,17259,North-Eastern Region
Arunachal Pradesh,2022,2,792001,13915,North-Eastern Region
Arunachal Pradesh,2022,2,790104,12565,North-Eastern Region
Arunachal Pradesh,2022,2,792110,12124,North-Eastern Region
Arunachal Pradesh,2022,2,791109,10908,North-Eastern Region
Arunachal Pradesh,2022,3,791110,39026,North-Eastern Region
Arunachal Pradesh,2022,3,791111,34393,North-Eastern Region
Arunachal Pradesh,2022,3,791113,24830,North-Eastern Region
Arunachal Pradesh,2022,3,791102,24093,North-Eastern Region
Arunachal Pradesh,2022,3,791001,18476,North-Eastern Region
Arunachal Pradesh,2022,3,792103,18186,North-Eastern Region
Arunachal Pradesh,2022,3,792001,14676,North-Eastern Region
Arunachal Pradesh,2022,3,790104,13227,North-Eastern Region
Arunachal Pradesh,2022,3,792110,12755,North-Eastern Region
Arunachal Pradesh,2022,3,791109,11498,North-Eastern Region
Arunachal Pradesh,2022,4,791110,40977,North-Eastern Region
Arunachal Pradesh,2022,4,791111,36205,North-Eastern Region
Arunachal Pradesh,2022,4,791113,26077,North-Eastern Region
Arunachal Pradesh,2022,4,791102,25161,North-Eastern Region
Arunachal Pradesh,2022,4,791001,19310,North-Eastern Region
Arunachal Pradesh,2022,4,792103,19033,North-Eastern Region
Arunachal Pradesh,2022,4,792001,15408,North-Eastern Region
Arunachal Pradesh,2022,4,790104,13837,North-Eastern Region
Arunachal Pradesh,2022,4,792110,13271,North-Eastern Region
Arunachal Pradesh,2022,4,791109,12089,North-Eastern Region
Arunachal Pradesh,2023,1,791110,42898,North-Eastern Region
Arunachal Pradesh,2023,1,791111,37844,North-Eastern Region
Arunachal Pradesh,2023,1,791113,27294,North-Eastern Region
Arunachal Pradesh,2023,1,791102,26359,North-Eastern Region
Arunachal Pradesh,2023,1,791001,20180,North-Eastern Region
Arunachal Pradesh,2023,1,792103,19898,North-Eastern Region
Arunachal Pradesh,2023,1,792001,16114,North-Eastern Region
Arunachal Pradesh,2023,1,790104,14456,North-Eastern Region
Arunachal Pradesh,2023,1,792110,13901,North-Eastern Region
Arunachal Pradesh,2023,1,791109,12653,North-Eastern Region
Arunachal Pradesh,2023,2,791110,44631,North-Eastern Region
Arunachal Pradesh,2023,2,791111,39368,North-Eastern Region
Arunachal Pradesh,2023,2,791113,28413,North-Eastern Region
Arunachal Pradesh,2023,2,791102,27575,North-Eastern Region
Arunachal Pradesh,2023,2,791001,21123,North-Eastern Region
Arunachal Pradesh,2023,2,792103,20822,North-Eastern Region
Arunachal Pradesh,2023,2,792001,16857,North-Eastern Region
Arunachal Pradesh,2023,2,790104,15049,North-Eastern Region
Arunachal Pradesh,2023,2,792110,14532,North-Eastern Region
Arunachal Pradesh,2023,2,791109,13123,North-Eastern Region
Arunachal Pradesh,2023,3,791110,46438,North-Eastern Region
Arunachal Pradesh,2023,3,791111,40993,North-Eastern Region
Arunachal Pradesh,2023,3,791113,29580,North-Eastern Region
Arunachal Pradesh,2023,3,791102,28825,North-Eastern Region
Arunachal Pradesh,2023,3,791001,22012,North-Eastern Region
Arunachal Pradesh,2023,3,792103,21807,North-Eastern Region
Arunachal Pradesh,2023,3,792001,17609,North-Eastern Region
Arunachal Pradesh,2023,3,790104,15682,North-Eastern Region
Arunachal Pradesh,2023,3,792110,15168,North-Eastern Region
Arunachal Pradesh,2023,3,791120,13685,North-Eastern Region
Arunachal Pradesh,2023,4,791110,48172,North-Eastern Region
Arunachal Pradesh,2023,4,791111,42397,North-Eastern Region
Arunachal Pradesh,2023,4,791113,30667,North-Eastern Region
Arunachal Pradesh,2023,4,791102,29977,North-Eastern Region
Arunachal Pradesh,2023,4,791001,22907,North-Eastern Region
Arunachal Pradesh,2023,4,792103,22670,North-Eastern Region
Arunachal Pradesh,2023,4,792001,18303,North-Eastern Region
Arunachal Pradesh,2023,4,790104,16249,North-Eastern Region
Arunachal Pradesh,2023,4,792110,15829,North-Eastern Region
Arunachal Pradesh,2023,4,791120,14311,North-Eastern Region
Arunachal Pradesh,2024,1,791110,50068,North-Eastern Region
Arunachal Pradesh,2024,1,791111,44093,North-Eastern Region
Arunachal Pradesh,2024,1,791113,31894,North-Eastern Region
Arunachal Pradesh,2024,1,791102,31384,North-Eastern Region
Arunachal Pradesh,2024,1,791001,23879,North-Eastern Region
Arunachal Pradesh,2024,1,792103,23741,North-Eastern Region
Arunachal Pradesh,2024,1,792001,19119,North-Eastern Region
Arunachal Pradesh,2024,1,790104,16907,North-Eastern Region
Arunachal Pradesh,2024,1,792110,16566,North-Eastern Region
Arunachal Pradesh,2024,1,791120,14966,North-Eastern Region
Arunachal Pradesh,2024,2,791110,51882,North-Eastern Region
Arunachal Pradesh,2024,2,791111,45802,North-Eastern Region
Arunachal Pradesh,2024,2,791113,33127,North-Eastern Region
Arunachal Pradesh,2024,2,791102,32565,North-Eastern Region
Arunachal Pradesh,2024,2,791001,24813,North-Eastern Region
Arunachal Pradesh,2024,2,792103,24693,North-Eastern Region
Arunachal Pradesh,2024,2,792001,19858,North-Eastern Region
Arunachal Pradesh,2024,2,790104,17526,North-Eastern Region
Arunachal Pradesh,2024,2,792110,17207,North-Eastern Region
Arunachal Pradesh,2024,2,791120,15578,North-Eastern Region
Arunachal Pradesh,2024,3,791110,75898,North-Eastern Region
Arunachal Pradesh,2024,3,791111,63545,North-Eastern Region
Arunachal Pradesh,2024,3,791102,43715,North-Eastern Region
Arunachal Pradesh,2024,3,791113,35424,North-Eastern Region
Arunachal Pradesh,2024,3,791001,35042,North-Eastern Region
Arunachal Pradesh,2024,3,792103,30366,North-Eastern Region
Arunachal Pradesh,2024,3,791120,25644,North-Eastern Region
Arunachal Pradesh,2024,3,791122,23625,North-Eastern Region
Arunachal Pradesh,2024,3,792001,23614,North-Eastern Region
Arunachal Pradesh,2024,3,792110,23059,North-Eastern Region
Arunachal Pradesh,2024,4,791110,78414,North-Eastern Region
Arunachal Pradesh,2024,4,791111,65669,North-Eastern Region
Arunachal Pradesh,2024,4,791102,45384,North-Eastern Region
Arunachal Pradesh,2024,4,791113,36606,North-Eastern Region
Arunachal Pradesh,2024,4,791001,36325,North-Eastern Region
Arunachal Pradesh,2024,4,792103,31590,North-Eastern Region
Arunachal Pradesh,2024,4,791120,26531,North-Eastern Region
Arunachal Pradesh,2024,4,792001,24420,North-Eastern Region
Arunachal Pradesh,2024,4,791122,24404,North-Eastern Region
Arunachal Pradesh,2024,4,792110,23839,North-Eastern Region
Assam,2018,1,781032,7209,North-Eastern Region
Assam,2018,1,781001,5507,North-Eastern Region
Assam,2018,1,781022,5418,North-Eastern Region
Assam,2018,1,781038,4731,North-Eastern Region
Assam,2018,1,783380,4571,North-Eastern Region
Assam,2018,1,785001,4526,North-Eastern Region
Assam,2018,1,781011,4127,North-Eastern Region
Assam,2018,1,786001,4122,North-Eastern Region
Assam,2018,1,781009,3639,North-Eastern Region
Assam,2018,1,781028,3517,North-Eastern Region
Assam,2018,2,781032,10189,North-Eastern Region
Assam,2018,2,781022,7914,North-Eastern Region
Assam,2018,2,781001,7685,North-Eastern Region
Assam,2018,2,781038,6711,North-Eastern Region
